person_id,bloc_id,bloc_name_ar,assembly_id,role,start_date,end_date
TNP-00447,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00448,BLC-56ac03f7fe82,التحالف الديمقراطي,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00449,BLC-56ac03f7fe82,التحالف الديمقراطي,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00450,BLC-8c5cd0596051,الإنتقال الديمقراطي,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00451,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00452,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00453,BLC-17fd84dbafa7,الكتلة الديمقراطية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00454,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00455,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00456,BLC-87c002c3118f,كتلة حزب التكتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00457,BLC-8c5cd0596051,الإنتقال الديمقراطي,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00458,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00174,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00459,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00460,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00461,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00462,BLC-87c002c3118f,كتلة حزب التكتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00463,BLC-8c5cd0596051,الإنتقال الديمقراطي,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00464,BLC-f60fc63efcb3,كتلة الوفاء للثورة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00465,BLC-f60fc63efcb3,كتلة الوفاء للثورة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00466,BLC-585aa8882397,كتلة المؤتمر من أجل الجمهورية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00467,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00468,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00469,BLC-17fd84dbafa7,الكتلة الديمقراطية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00470,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00471,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00472,BLC-585aa8882397,كتلة المؤتمر من أجل الجمهورية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00473,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00474,BLC-17fd84dbafa7,الكتلة الديمقراطية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00475,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00476,BLC-f60fc63efcb3,كتلة الوفاء للثورة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00477,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00478,BLC-585aa8882397,كتلة المؤتمر من أجل الجمهورية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00479,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00480,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00481,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00482,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00199,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00483,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00484,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00485,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00486,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00487,BLC-17fd84dbafa7,الكتلة الديمقراطية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00488,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00489,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00490,BLC-17fd84dbafa7,الكتلة الديمقراطية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00491,BLC-17fd84dbafa7,الكتلة الديمقراطية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00492,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00493,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00494,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00495,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00496,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00497,BLC-87c002c3118f,كتلة حزب التكتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00247,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00498,BLC-f60fc63efcb3,كتلة الوفاء للثورة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00499,BLC-585aa8882397,كتلة المؤتمر من أجل الجمهورية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00500,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00501,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00502,BLC-87c002c3118f,كتلة حزب التكتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00503,BLC-8c5cd0596051,الإنتقال الديمقراطي,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00504,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00505,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00506,BLC-17fd84dbafa7,الكتلة الديمقراطية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00507,BLC-f60fc63efcb3,كتلة الوفاء للثورة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00508,BLC-56ac03f7fe82,التحالف الديمقراطي,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00509,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00510,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00511,BLC-56ac03f7fe82,التحالف الديمقراطي,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00512,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00513,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00514,BLC-56ac03f7fe82,التحالف الديمقراطي,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00515,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00516,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00517,BLC-56ac03f7fe82,التحالف الديمقراطي,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00518,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00519,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00277,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00520,BLC-17fd84dbafa7,الكتلة الديمقراطية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00521,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00522,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00523,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00524,BLC-56ac03f7fe82,التحالف الديمقراطي,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00525,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00526,BLC-87c002c3118f,كتلة حزب التكتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00527,BLC-8c5cd0596051,الإنتقال الديمقراطي,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00528,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00289,BLC-17fd84dbafa7,الكتلة الديمقراطية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00529,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00530,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00531,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00532,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00533,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00534,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00535,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00301,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00536,BLC-17fd84dbafa7,الكتلة الديمقراطية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00537,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00538,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00539,BLC-56ac03f7fe82,التحالف الديمقراطي,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00540,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00541,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00542,BLC-f60fc63efcb3,كتلة الوفاء للثورة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00543,BLC-17fd84dbafa7,الكتلة الديمقراطية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00544,BLC-8c5cd0596051,الإنتقال الديمقراطي,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00545,BLC-585aa8882397,كتلة المؤتمر من أجل الجمهورية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00546,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00547,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00548,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00007,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00549,BLC-585aa8882397,كتلة المؤتمر من أجل الجمهورية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00550,BLC-585aa8882397,كتلة المؤتمر من أجل الجمهورية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00551,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00357,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00332,BLC-585aa8882397,كتلة المؤتمر من أجل الجمهورية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00552,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00553,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00554,BLC-8c5cd0596051,الإنتقال الديمقراطي,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00555,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00556,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00557,BLC-585aa8882397,كتلة المؤتمر من أجل الجمهورية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00558,BLC-585aa8882397,كتلة المؤتمر من أجل الجمهورية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00559,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00560,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00561,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00562,BLC-87c002c3118f,كتلة حزب التكتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00563,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00564,BLC-87c002c3118f,كتلة حزب التكتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00565,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00566,BLC-d21009ea1fa4,غير المنتمين إلى كتل,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00285,BLC-6b8bfb9b4293,كتلة حركة النهضة,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00567,BLC-17fd84dbafa7,الكتلة الديمقراطية,NCA-2011,unknown,2011-11-22,2014-12-01
TNP-00568,BLC-87c002c3118f,كتلة حزب التكتل,NCA-2011,unknown,2011-11-22,2014-12-01
